Main;Set;Type;SampleSize;OutlierExclusion;Correlation;IndependentVariables;DV;mean;FPR;Pr
Main = TRUE;Ma + HCI + CCI;h1=Binary, Co=Normal;150;TRUE;0.2;1;1;0;0;0
Main = TRUE;Ma;h1=Binary, Co=Normal;150;TRUE;0.2;2;1;0.25;0.0142857142857143;0.25
Main = TRUE;Ma + HCI + CCI;h1=Binary, Co=Normal;150;TRUE;0.2;2;1;0.75;0.198214285714286;0.75
Main = TRUE;Ma;h1=Normal, Co=Binary;200;TRUE;0.2;1;1;0;0;0
Main = TRUE;Ma + HCI + CCI;h1=Normal, Co=Binary;200;TRUE;0.2;1;1;0.75;0.333333333333333;0.75
Main = TRUE;Ma;h1=Normal, Co=Binary;200;TRUE;0.2;2;1;0;0;0
Main = TRUE;Ma + HCI + CCI;h1=Normal, Co=Binary;200;TRUE;0.2;2;1;0.25;0.0991071428571428;0.25
Main = TRUE;Ma;h1=Normal, Co=Normal;200;TRUE;0.2;1;1;0.25;0.25;0.25
Main = TRUE;Ma + HCI + CCI;h1=Normal, Co=Normal;200;TRUE;0.2;1;1;0.25;0.0916666666666667;0.25
Main = TRUE;Ma;h1=Normal, Co=Normal;200;TRUE;0.2;2;1;0.5;0.0928571428571429;0.5
Main = TRUE;Ma + HCI + CCI;h1=Normal, Co=Normal;200;TRUE;0.2;2;1;0.5;0.0741071428571429;0.5
Main = TRUE;Ma;h1=Binary, Co=Binary;200;TRUE;0.2;1;1;0;0;0
Main = TRUE;Ma + HCI + CCI;h1=Binary, Co=Binary;200;TRUE;0.2;1;1;0.25;0.0166666666666667;0.25
Main = TRUE;Ma;h1=Binary, Co=Binary;200;TRUE;0.2;2;1;0;0;0
Main = TRUE;Ma + HCI + CCI;h1=Binary, Co=Binary;200;TRUE;0.2;2;1;0.75;0.0526785714285714;0.75
Main = TRUE;Ma;h1=Binary, Co=Normal;200;TRUE;0.2;1;1;0;0;0
Main = TRUE;Ma + HCI + CCI;h1=Binary, Co=Normal;200;TRUE;0.2;1;1;0.75;0.075;0.75
Main = TRUE;Ma;h1=Binary, Co=Normal;200;TRUE;0.2;2;1;0.25;0.0928571428571429;0.25
Main = TRUE;Ma + HCI + CCI;h1=Binary, Co=Normal;200;TRUE;0.2;2;1;0.25;0.00982142857142857;0.25
Main = TRUE;Ma;h1=Normal, Co=Normal;250;TRUE;0.2;1;1;0.25;0.133333333333333;0.25
Main = TRUE;Ma + HCI + CCI;h1=Normal, Co=Normal;250;TRUE;0.2;1;1;0.25;0.0666666666666667;0.25
Main = TRUE;Ma;h1=Normal, Co=Normal;250;TRUE;0.2;2;1;0;0;0
Main = TRUE;Ma + HCI + CCI;h1=Normal, Co=Normal;250;TRUE;0.2;2;1;0.25;0.101785714285714;0.25
Main = TRUE;Ma;h1=Binary, Co=Binary;250;TRUE;0.2;1;1;0;0;0
Main = TRUE;Ma + HCI + CCI;h1=Binary, Co=Binary;250;TRUE;0.2;1;1;0.25;0.166666666666667;0.25
Main = TRUE;Ma;h1=Binary, Co=Binary;250;TRUE;0.2;2;1;0.25;0.0642857142857143;0.25
Main = TRUE;Ma + HCI + CCI;h1=Binary, Co=Binary;250;TRUE;0.2;2;1;1;0.1375;1
Main = TRUE;Ma;h1=Normal, Co=Binary;250;TRUE;0.2;1;1;0;0;0
Main = TRUE;Ma + HCI + CCI;h1=Normal, Co=Binary;250;TRUE;0.2;1;1;0.75;0.158333333333333;0.75
Main = TRUE;Ma;h1=Normal, Co=Binary;250;TRUE;0.2;2;1;0.25;0.235714285714286;0.25
Main = TRUE;Ma + HCI + CCI;h1=Normal, Co=Binary;250;TRUE;0.2;2;1;1;0.172321428571429;1
Main = TRUE;Ma;h1=Binary, Co=Normal;250;TRUE;0.2;1;1;0.25;0.0333333333333333;0.25
Main = TRUE;Ma + HCI + CCI;h1=Binary, Co=Normal;250;TRUE;0.2;1;1;0.25;0.0333333333333333;0.25
Main = TRUE;Ma;h1=Binary, Co=Normal;250;TRUE;0.2;2;1;0.25;0.00714285714285714;0.25
Main = TRUE;Ma + HCI + CCI;h1=Binary, Co=Normal;250;TRUE;0.2;2;1;0.75;0.325892857142857;0.75
Main = TRUE;Ma;h1=Normal, Co=Normal;300;TRUE;0.2;1;1;0;0;0
Main = TRUE;Ma + HCI + CCI;h1=Normal, Co=Normal;300;TRUE;0.2;1;1;0.25;0.05;0.25
Main = TRUE;Ma;h1=Normal, Co=Normal;300;TRUE;0.2;2;1;0.25;0.0214285714285714;0.25
Main = TRUE;Ma + HCI + CCI;h1=Normal, Co=Normal;300;TRUE;0.2;2;1;0.5;0.00267857142857143;0.5
Main = TRUE;Ma;h1=Normal, Co=Binary;300;TRUE;0.2;1;1;0;0;0
Main = TRUE;Ma + HCI + CCI;h1=Normal, Co=Binary;300;TRUE;0.2;1;1;0.5;0.1;0.5
Main = TRUE;Ma;h1=Normal, Co=Binary;300;TRUE;0.2;2;1;0.5;0.0642857142857143;0.5
Main = TRUE;Ma + HCI + CCI;h1=Normal, Co=Binary;300;TRUE;0.2;2;1;0.5;0.0580357142857143;0.5
Main = TRUE;Ma;h1=Binary, Co=Binary;300;TRUE;0.2;1;1;0;0;0
Main = TRUE;Ma + HCI + CCI;h1=Binary, Co=Binary;300;TRUE;0.2;1;1;0;0;0
Main = TRUE;Ma;h1=Binary, Co=Binary;300;TRUE;0.2;2;1;0.25;0.0785714285714286;0.25
Main = TRUE;Ma + HCI + CCI;h1=Binary, Co=Binary;300;TRUE;0.2;2;1;0.25;0.0169642857142857;0.25
Main = TRUE;Ma;h1=Binary, Co=Normal;300;TRUE;0.2;1;1;0.25;0.05;0.25
Main = TRUE;Ma + HCI + CCI;h1=Binary, Co=Normal;300;TRUE;0.2;1;1;0;0;0
Main = TRUE;Ma;h1=Binary, Co=Normal;300;TRUE;0.2;2;1;0;0;0
Main = TRUE;Ma + HCI + CCI;h1=Binary, Co=Normal;300;TRUE;0.2;2;1;0.5;0.125892857142857;0.5
Main = TRUE;Ma + CCI;h1=Normal, Co=Normal;150;TRUE;0.3;1;1;0;0;0
Main = TRUE;Ma + CCI;h1=Normal, Co=Normal;150;TRUE;0.3;2;1;0;0;0
Main = TRUE;Ma + CCI;h1=Binary, Co=Binary;150;TRUE;0.3;1;1;0.25;0.025;0.25
Main = TRUE;Ma + CCI;h1=Binary, Co=Binary;150;TRUE;0.3;2;1;0;0;0
Main = TRUE;Ma + CCI;h1=Normal, Co=Binary;150;TRUE;0.3;1;1;0.5;0.3375;0.5
Main = TRUE;Ma + CCI;h1=Normal, Co=Binary;150;TRUE;0.3;2;1;0.25;0.0178571428571429;0.25
Main = TRUE;Ma + CCI;h1=Binary, Co=Normal;150;TRUE;0.3;1;1;0;0;0
Main = TRUE;Ma + CCI;h1=Binary, Co=Normal;150;TRUE;0.3;2;1;0;0;0
Main = TRUE;Ma + CCI;h1=Normal, Co=Normal;200;TRUE;0.3;1;1;0;0;0
Main = TRUE;Ma + CCI;h1=Normal, Co=Normal;200;TRUE;0.3;2;1;0.5;0.253571428571429;0.5
Main = TRUE;Ma + CCI;h1=Binary, Co=Binary;200;TRUE;0.3;1;1;0.5;0.2625;0.5
Main = TRUE;Ma + CCI;h1=Binary, Co=Binary;200;TRUE;0.3;2;1;0.25;0.189285714285714;0.25
Main = TRUE;Ma + CCI;h1=Normal, Co=Binary;200;TRUE;0.3;1;1;0;0;0
Main = TRUE;Ma + CCI;h1=Normal, Co=Binary;200;TRUE;0.3;2;1;0.25;0.132142857142857;0.25
Main = TRUE;Ma + CCI;h1=Binary, Co=Normal;200;TRUE;0.3;1;1;0.25;0.075;0.25
Main = TRUE;Ma + CCI;h1=Binary, Co=Normal;200;TRUE;0.3;2;1;0.25;0.0571428571428571;0.25
Main = TRUE;Ma + CCI;h1=Normal, Co=Normal;250;TRUE;0.3;1;1;0;0;0
Main = TRUE;Ma + CCI;h1=Normal, Co=Normal;250;TRUE;0.3;2;1;0.5;0.0785714285714286;0.5
Main = TRUE;Ma + CCI;h1=Binary, Co=Binary;250;TRUE;0.3;1;1;0;0;0
Main = TRUE;Ma + CCI;h1=Binary, Co=Binary;250;TRUE;0.3;2;1;0;0;0
Main = TRUE;Ma + CCI;h1=Normal, Co=Binary;250;TRUE;0.3;1;1;0.25;0.2;0.25
Main = TRUE;Ma + CCI;h1=Normal, Co=Binary;250;TRUE;0.3;2;1;0.25;0.0357142857142857;0.25
Main = TRUE;Ma + CCI;h1=Binary, Co=Normal;250;TRUE;0.3;1;1;0.25;0.05;0.25
Main = TRUE;Ma + CCI;h1=Binary, Co=Normal;250;TRUE;0.3;2;1;0.25;0.0357142857142857;0.25
Main = TRUE;Ma + CCI;h1=Normal, Co=Normal;300;TRUE;0.3;1;1;0;0;0
Main = TRUE;Ma + CCI;h1=Normal, Co=Normal;300;TRUE;0.3;2;1;0;0;0
Main = TRUE;Ma + CCI;h1=Binary, Co=Binary;300;TRUE;0.3;1;1;0.25;0.025;0.25
Main = TRUE;Ma + CCI;h1=Binary, Co=Binary;300;TRUE;0.3;2;1;0;0;0
Main = TRUE;Ma + CCI;h1=Normal, Co=Binary;300;TRUE;0.3;1;1;0;0;0
Main = TRUE;Ma + CCI;h1=Normal, Co=Binary;300;TRUE;0.3;2;1;0.25;0.00714285714285714;0.25
Main = TRUE;Ma + CCI;h1=Binary, Co=Normal;300;TRUE;0.3;1;1;0;0;0
Main = TRUE;Ma + CCI;h1=Binary, Co=Normal;300;TRUE;0.3;2;1;0.25;0.0392857142857143;0.25
Main = TRUE;Ma;h1=Binary, Co=Binary;150;TRUE;0.3;1;1;0;0;0
Main = TRUE;Ma + HCI + CCI;h1=Binary, Co=Binary;150;TRUE;0.3;1;1;0.25;0.0833333333333333;0.25
Main = TRUE;Ma;h1=Binary, Co=Binary;150;TRUE;0.3;2;1;0.25;0.1;0.25
Main = TRUE;Ma + HCI + CCI;h1=Binary, Co=Binary;150;TRUE;0.3;2;1;1;0.124107142857143;1
Main = TRUE;Ma;h1=Normal, Co=Normal;150;TRUE;0.3;1;1;0;0;0
Main = TRUE;Ma + HCI + CCI;h1=Normal, Co=Normal;150;TRUE;0.3;1;1;0.5;0.05;0.5
Main = TRUE;Ma;h1=Normal, Co=Normal;150;TRUE;0.3;2;1;0;0;0
Main = TRUE;Ma + HCI + CCI;h1=Normal, Co=Normal;150;TRUE;0.3;2;1;0.5;0.025;0.5
Main = TRUE;Ma;h1=Normal, Co=Binary;150;TRUE;0.3;1;1;0.25;0.0333333333333333;0.25
Main = TRUE;Ma + HCI + CCI;h1=Normal, Co=Binary;150;TRUE;0.3;1;1;0;0;0
Main = TRUE;Ma;h1=Normal, Co=Binary;150;TRUE;0.3;2;1;0.5;0.192857142857143;0.5
Main = TRUE;Ma + HCI + CCI;h1=Normal, Co=Binary;150;TRUE;0.3;2;1;0.25;0.00357142857142857;0.25
Main = TRUE;Ma;h1=Binary, Co=Normal;150;TRUE;0.3;1;1;0;0;0
Main = TRUE;Ma + HCI + CCI;h1=Binary, Co=Normal;150;TRUE;0.3;1;1;0;0;0
Main = TRUE;Ma;h1=Binary, Co=Normal;150;TRUE;0.3;2;1;0;0;0
Main = TRUE;Ma + HCI + CCI;h1=Binary, Co=Normal;150;TRUE;0.3;2;1;0.75;0.0946428571428571;0.75
Main = TRUE;Ma;h1=Normal, Co=Normal;200;TRUE;0.3;1;1;0;0;0
Main = TRUE;Ma + HCI + CCI;h1=Normal, Co=Normal;200;TRUE;0.3;1;1;0.25;0.0833333333333333;0.25
Main = TRUE;Ma;h1=Normal, Co=Normal;200;TRUE;0.3;2;1;0.25;0.0357142857142857;0.25
Main = TRUE;Ma + HCI + CCI;h1=Normal, Co=Normal;200;TRUE;0.3;2;1;0.25;0.00446428571428571;0.25
Main = TRUE;Ma;h1=Normal, Co=Binary;200;TRUE;0.3;1;1;0.25;0.116666666666667;0.25
Main = TRUE;Ma + HCI + CCI;h1=Normal, Co=Binary;200;TRUE;0.3;1;1;0.25;0.00833333333333333;0.25
Main = TRUE;Ma;h1=Normal, Co=Binary;200;TRUE;0.3;2;1;0.25;0.00714285714285714;0.25
Main = TRUE;Ma + HCI + CCI;h1=Normal, Co=Binary;200;TRUE;0.3;2;1;0.25;0.000892857142857143;0.25
Main = TRUE;Ma;h1=Binary, Co=Binary;200;TRUE;0.3;1;1;0;0;0
Main = TRUE;Ma + HCI + CCI;h1=Binary, Co=Binary;200;TRUE;0.3;1;1;0.25;0.05;0.25
Main = TRUE;Ma;h1=Binary, Co=Binary;200;TRUE;0.3;2;1;0;0;0
Main = TRUE;Ma + HCI + CCI;h1=Binary, Co=Binary;200;TRUE;0.3;2;1;0.25;0.00714285714285714;0.25
Main = TRUE;Ma;h1=Binary, Co=Normal;200;TRUE;0.3;1;1;0;0;0
Main = TRUE;Ma + HCI + CCI;h1=Binary, Co=Normal;200;TRUE;0.3;1;1;0.5;0.116666666666667;0.5
Main = TRUE;Ma;h1=Binary, Co=Normal;200;TRUE;0.3;2;1;0;0;0
Main = TRUE;Ma + HCI + CCI;h1=Binary, Co=Normal;200;TRUE;0.3;2;1;0.5;0.0116071428571429;0.5
Main = TRUE;Ma;h1=Normal, Co=Normal;250;TRUE;0.3;1;1;0;0;0
Main = TRUE;Ma + HCI + CCI;h1=Normal, Co=Normal;250;TRUE;0.3;1;1;0.5;0.0666666666666667;0.5
Main = TRUE;Ma;h1=Normal, Co=Normal;250;TRUE;0.3;2;1;0.25;0.121428571428571;0.25
Main = TRUE;Ma + HCI + CCI;h1=Normal, Co=Normal;250;TRUE;0.3;2;1;0.5;0.127678571428571;0.5
Main = TRUE;Ma;h1=Binary, Co=Binary;250;TRUE;0.3;1;1;0;0;0
Main = TRUE;Ma + HCI + CCI;h1=Binary, Co=Binary;250;TRUE;0.3;1;1;0.25;0.15;0.25
Main = TRUE;Ma;h1=Binary, Co=Binary;250;TRUE;0.3;2;1;0;0;0
Main = TRUE;Ma + HCI + CCI;h1=Binary, Co=Binary;250;TRUE;0.3;2;1;0.5;0.258928571428571;0.5
Main = TRUE;Ma;h1=Normal, Co=Binary;250;TRUE;0.3;1;1;0;0;0
Main = TRUE;Ma + HCI + CCI;h1=Normal, Co=Binary;250;TRUE;0.3;1;1;0.25;0.1;0.25
Main = TRUE;Ma;h1=Normal, Co=Binary;250;TRUE;0.3;2;1;0.25;0.0142857142857143;0.25
Main = TRUE;Ma + HCI + CCI;h1=Normal, Co=Binary;250;TRUE;0.3;2;1;0.25;0.1;0.25
Main = TRUE;Ma;h1=Binary, Co=Normal;250;TRUE;0.3;1;1;0;0;0
Main = TRUE;Ma + HCI + CCI;h1=Binary, Co=Normal;250;TRUE;0.3;1;1;0.5;0.0666666666666667;0.5
Main = TRUE;Ma;h1=Binary, Co=Normal;250;TRUE;0.3;2;1;0.25;0.135714285714286;0.25
Main = TRUE;Ma + HCI + CCI;h1=Binary, Co=Normal;250;TRUE;0.3;2;1;0.75;0.0553571428571429;0.75
Main = TRUE;Ma;h1=Normal, Co=Normal;300;TRUE;0.3;1;1;0.25;0.0666666666666667;0.25
Main = TRUE;Ma + HCI + CCI;h1=Normal, Co=Normal;300;TRUE;0.3;1;1;0.5;0.1;0.5
Main = TRUE;Ma;h1=Normal, Co=Normal;300;TRUE;0.3;2;1;0.75;0.135714285714286;0.75
Main = TRUE;Ma + HCI + CCI;h1=Normal, Co=Normal;300;TRUE;0.3;2;1;0.5;0.21875;0.5
Main = TRUE;Ma;h1=Binary, Co=Binary;300;TRUE;0.3;1;1;0;0;0
Main = TRUE;Ma + HCI + CCI;h1=Binary, Co=Binary;300;TRUE;0.3;1;1;0.5;0.108333333333333;0.5
Main = TRUE;Ma;h1=Binary, Co=Binary;300;TRUE;0.3;2;1;0;0;0
Main = TRUE;Ma + HCI + CCI;h1=Binary, Co=Binary;300;TRUE;0.3;2;1;0.5;0.14375;0.5
Main = TRUE;Ma;h1=Normal, Co=Binary;300;TRUE;0.3;1;1;0.25;0.0166666666666667;0.25
Main = TRUE;Ma + HCI + CCI;h1=Normal, Co=Binary;300;TRUE;0.3;1;1;0.25;0.0333333333333333;0.25
Main = TRUE;Ma;h1=Normal, Co=Binary;300;TRUE;0.3;2;1;0;0;0
Main = TRUE;Ma + HCI + CCI;h1=Normal, Co=Binary;300;TRUE;0.3;2;1;0.5;0.15625;0.5
Main = TRUE;Ma;h1=Binary, Co=Normal;300;TRUE;0.3;1;1;0;0;0
Main = TRUE;Ma + HCI + CCI;h1=Binary, Co=Normal;300;TRUE;0.3;1;1;0.75;0.125;0.75
Main = TRUE;Ma;h1=Binary, Co=Normal;300;TRUE;0.3;2;1;0.5;0.2;0.5
Main = TRUE;Ma + HCI + CCI;h1=Binary, Co=Normal;300;TRUE;0.3;2;1;0.75;0.173214285714286;0.75
Main = TRUE;Ma + HCI;h1=Normal, Co=Normal;150;FALSE;0.3;1;1;0;0;0
Main = TRUE;Ma + HCI;h1=Normal, Co=Normal;150;FALSE;0.3;2;1;0.25;0.0357142857142857;0.25
Main = TRUE;Ma + HCI;h1=Normal, Co=Binary;150;FALSE;0.3;1;1;0;0;0
Main = TRUE;Ma + HCI;h1=Normal, Co=Binary;150;FALSE;0.3;2;1;0.5;0.285714285714286;0.5
Main = TRUE;Ma + HCI;h1=Binary, Co=Binary;150;FALSE;0.3;1;1;0.25;0.0416666666666667;0.25
Main = TRUE;Ma + HCI;h1=Binary, Co=Binary;150;FALSE;0.3;2;1;0.25;0.0714285714285714;0.25
Main = TRUE;Ma + HCI;h1=Binary, Co=Normal;150;FALSE;0.3;1;1;0;0;0
Main = TRUE;Ma + HCI;h1=Binary, Co=Normal;150;FALSE;0.3;2;1;0;0;0
Main = TRUE;Ma + HCI;h1=Normal, Co=Binary;200;FALSE;0.3;1;1;0.25;0.0833333333333333;0.25
Main = TRUE;Ma + HCI;h1=Normal, Co=Binary;200;FALSE;0.3;2;1;0.5;0.107142857142857;0.5
Main = TRUE;Ma + HCI;h1=Binary, Co=Binary;200;FALSE;0.3;1;1;0;0;0
Main = TRUE;Ma + HCI;h1=Binary, Co=Binary;200;FALSE;0.3;2;1;0.75;0.196428571428571;0.75
Main = TRUE;Ma + HCI;h1=Binary, Co=Normal;200;FALSE;0.3;1;1;0;0;0
Main = TRUE;Ma + HCI;h1=Binary, Co=Normal;200;FALSE;0.3;2;1;0.5;0.107142857142857;0.5
Main = TRUE;Ma + HCI;h1=Normal, Co=Normal;200;FALSE;0.3;2;1;0.25;0.0714285714285714;0.25
Main = TRUE;Ma + HCI;h1=Normal, Co=Normal;200;FALSE;0.3;1;1;0.25;0.0416666666666667;0.25
Main = TRUE;Ma + HCI;h1=Normal, Co=Normal;250;FALSE;0.3;1;1;0.25;0.0416666666666667;0.25
Main = TRUE;Ma + HCI;h1=Normal, Co=Normal;250;FALSE;0.3;2;1;0;0;0
Main = TRUE;Ma + HCI;h1=Normal, Co=Binary;250;FALSE;0.3;1;1;0.75;0.333333333333333;0.75
Main = TRUE;Ma + HCI;h1=Normal, Co=Binary;250;FALSE;0.3;2;1;0.75;0.125;0.75
Main = TRUE;Ma + HCI;h1=Binary, Co=Normal;250;FALSE;0.3;1;1;0;0;0
Main = TRUE;Ma + HCI;h1=Binary, Co=Normal;250;FALSE;0.3;2;1;0;0;0
Main = TRUE;Ma + HCI;h1=Binary, Co=Binary;250;FALSE;0.3;1;1;0.5;0.125;0.5
Main = TRUE;Ma + HCI;h1=Binary, Co=Binary;250;FALSE;0.3;2;1;0.25;0.0357142857142857;0.25
Main = TRUE;Ma + HCI;h1=Normal, Co=Normal;300;FALSE;0.3;2;1;0.25;0.0178571428571429;0.25
Main = TRUE;Ma + HCI;h1=Normal, Co=Normal;300;FALSE;0.3;1;1;0.25;0.0833333333333333;0.25
Main = TRUE;Ma + HCI;h1=Binary, Co=Binary;300;FALSE;0.3;1;1;0.25;0.0416666666666667;0.25
Main = TRUE;Ma + HCI;h1=Binary, Co=Binary;300;FALSE;0.3;2;1;0.25;0.107142857142857;0.25
Main = TRUE;Ma + HCI;h1=Binary, Co=Normal;300;FALSE;0.3;1;1;0.25;0.0833333333333333;0.25
Main = TRUE;Ma + HCI;h1=Binary, Co=Normal;300;FALSE;0.3;2;1;0;0;0
Main = TRUE;Ma + HCI;h1=Normal, Co=Binary;300;FALSE;0.3;1;1;0.75;0.458333333333333;0.75
Main = TRUE;Ma + HCI;h1=Normal, Co=Binary;300;FALSE;0.3;2;1;0;0;0
Main = TRUE;Ma + HCI;h1=Normal, Co=Normal;250;FALSE;0.2;2;1;0;0;0
Main = TRUE;Ma + HCI;h1=Normal, Co=Normal;250;FALSE;0.2;1;1;0.5;0.0833333333333333;0.5
Main = TRUE;Ma + HCI;h1=Binary, Co=Binary;250;FALSE;0.2;1;1;0;0;0
Main = TRUE;Ma + HCI;h1=Binary, Co=Binary;250;FALSE;0.2;2;1;0.25;0.125;0.25
Main = TRUE;Ma + HCI;h1=Normal, Co=Binary;250;FALSE;0.2;2;1;0.25;0.196428571428571;0.25
Main = TRUE;Ma + HCI;h1=Normal, Co=Binary;250;FALSE;0.2;1;1;0.25;0.0833333333333333;0.25
Main = TRUE;Ma + HCI;h1=Binary, Co=Normal;250;FALSE;0.2;1;1;0.25;0.208333333333333;0.25
Main = TRUE;Ma + HCI;h1=Binary, Co=Normal;250;FALSE;0.2;2;1;0.25;0.0357142857142857;0.25
Main = TRUE;Ma + HCI;h1=Normal, Co=Normal;300;FALSE;0.2;1;1;0;0;0
Main = TRUE;Ma + HCI;h1=Normal, Co=Normal;300;FALSE;0.2;2;1;0.25;0.0714285714285714;0.25
Main = TRUE;Ma + HCI;h1=Normal, Co=Binary;300;FALSE;0.2;1;1;0.25;0.0833333333333333;0.25
Main = TRUE;Ma + HCI;h1=Normal, Co=Binary;300;FALSE;0.2;2;1;0.5;0.107142857142857;0.5
Main = TRUE;Ma + HCI;h1=Binary, Co=Binary;300;FALSE;0.2;1;1;0.25;0.0416666666666667;0.25
Main = TRUE;Ma + HCI;h1=Binary, Co=Binary;300;FALSE;0.2;2;1;0.5;0.0535714285714286;0.5
Main = TRUE;Ma + HCI;h1=Binary, Co=Normal;300;FALSE;0.2;1;1;0.25;0.0416666666666667;0.25
Main = TRUE;Ma + HCI;h1=Binary, Co=Normal;300;FALSE;0.2;2;1;0.5;0.107142857142857;0.5
Main = TRUE;Ma + HCI;h1=Normal, Co=Normal;150;FALSE;0.2;1;1;0.25;0.0833333333333333;0.25
Main = TRUE;Ma + HCI;h1=Normal, Co=Normal;150;FALSE;0.2;2;1;0.5;0.357142857142857;0.5
Main = TRUE;Ma + HCI;h1=Binary, Co=Binary;150;FALSE;0.2;1;1;0.25;0.0833333333333333;0.25
Main = TRUE;Ma + HCI;h1=Binary, Co=Binary;150;FALSE;0.2;2;1;0;0;0
Main = TRUE;Ma + HCI;h1=Normal, Co=Binary;150;FALSE;0.2;2;1;0.5;0.107142857142857;0.5
Main = TRUE;Ma + HCI;h1=Normal, Co=Binary;150;FALSE;0.2;1;1;0;0;0
Main = TRUE;Ma + HCI;h1=Binary, Co=Normal;150;FALSE;0.2;1;1;0.5;0.166666666666667;0.5
Main = TRUE;Ma + HCI;h1=Binary, Co=Normal;150;FALSE;0.2;2;1;0.25;0.0714285714285714;0.25
Main = TRUE;Ma + HCI;h1=Normal, Co=Binary;200;FALSE;0.2;1;1;0;0;0
Main = TRUE;Ma + HCI;h1=Normal, Co=Binary;200;FALSE;0.2;2;1;0;0;0
Main = TRUE;Ma + HCI;h1=Binary, Co=Binary;200;FALSE;0.2;1;1;0;0;0
Main = TRUE;Ma + HCI;h1=Binary, Co=Binary;200;FALSE;0.2;2;1;0;0;0
Main = TRUE;Ma + HCI;h1=Binary, Co=Normal;200;FALSE;0.2;1;1;0;0;0
Main = TRUE;Ma + HCI;h1=Binary, Co=Normal;200;FALSE;0.2;2;1;0.25;0.0714285714285714;0.25
Main = TRUE;Ma + HCI;h1=Normal, Co=Normal;200;FALSE;0.2;2;1;0;0;0
Main = TRUE;Ma + HCI;h1=Normal, Co=Normal;200;FALSE;0.2;1;1;0;0;0
Main = TRUE;Ma + HCI;h1=Normal, Co=Normal;150;FALSE;0.1;1;1;0;0;0
Main = TRUE;Ma + HCI;h1=Normal, Co=Normal;150;FALSE;0.1;2;1;0.5;0.125;0.5
Main = TRUE;Ma + HCI;h1=Binary, Co=Normal;150;FALSE;0.1;1;1;0.25;0.0833333333333333;0.25
Main = TRUE;Ma + HCI;h1=Binary, Co=Normal;150;FALSE;0.1;2;1;0;0;0
Main = TRUE;Ma + HCI;h1=Normal, Co=Binary;150;FALSE;0.1;1;1;0.5;0.291666666666667;0.5
Main = TRUE;Ma + HCI;h1=Normal, Co=Binary;150;FALSE;0.1;2;1;0.25;0.0357142857142857;0.25
Main = TRUE;Ma + HCI;h1=Binary, Co=Binary;150;FALSE;0.1;1;1;0;0;0
Main = TRUE;Ma + HCI;h1=Binary, Co=Binary;150;FALSE;0.1;2;1;0.25;0.0178571428571429;0.25
Main = TRUE;Ma + HCI;h1=Normal, Co=Normal;200;FALSE;0.1;1;1;0.5;0.166666666666667;0.5
Main = TRUE;Ma + HCI;h1=Normal, Co=Normal;200;FALSE;0.1;2;1;0;0;0
Main = TRUE;Ma + HCI;h1=Binary, Co=Binary;200;FALSE;0.1;1;1;0.5;0.25;0.5
Main = TRUE;Ma + HCI;h1=Binary, Co=Binary;200;FALSE;0.1;2;1;0.25;0.0178571428571429;0.25
Main = TRUE;Ma + HCI;h1=Normal, Co=Binary;200;FALSE;0.1;1;1;0;0;0
Main = TRUE;Ma + HCI;h1=Normal, Co=Binary;200;FALSE;0.1;2;1;0;0;0
Main = TRUE;Ma + HCI;h1=Binary, Co=Normal;200;FALSE;0.1;1;1;0.25;0.0833333333333333;0.25
Main = TRUE;Ma + HCI;h1=Binary, Co=Normal;200;FALSE;0.1;2;1;0.5;0.142857142857143;0.5
Main = TRUE;Ma + HCI;h1=Normal, Co=Normal;300;FALSE;0.1;1;1;0;0;0
Main = TRUE;Ma + HCI;h1=Normal, Co=Normal;300;FALSE;0.1;2;1;0.75;0.339285714285714;0.75
Main = TRUE;Ma + HCI;h1=Normal, Co=Binary;300;FALSE;0.1;1;1;0;0;0
Main = TRUE;Ma + HCI;h1=Normal, Co=Binary;300;FALSE;0.1;2;1;0;0;0
Main = TRUE;Ma + HCI;h1=Binary, Co=Binary;300;FALSE;0.1;1;1;0;0;0
Main = TRUE;Ma + HCI;h1=Binary, Co=Binary;300;FALSE;0.1;2;1;0.25;0.0714285714285714;0.25
Main = TRUE;Ma + HCI;h1=Binary, Co=Normal;300;FALSE;0.1;1;1;0;0;0
Main = TRUE;Ma + HCI;h1=Binary, Co=Normal;300;FALSE;0.1;2;1;0.25;0.0178571428571429;0.25
Main = TRUE;Ma + HCI;h1=Normal, Co=Normal;250;FALSE;0.1;1;1;0.25;0.0833333333333333;0.25
Main = TRUE;Ma + HCI;h1=Normal, Co=Normal;250;FALSE;0.1;2;1;0;0;0
Main = TRUE;Ma + HCI;h1=Normal, Co=Binary;250;FALSE;0.1;1;1;0.25;0.0833333333333333;0.25
Main = TRUE;Ma + HCI;h1=Normal, Co=Binary;250;FALSE;0.1;2;1;0.25;0.232142857142857;0.25
Main = TRUE;Ma + HCI;h1=Binary, Co=Binary;250;FALSE;0.1;1;1;0.25;0.125;0.25
Main = TRUE;Ma + HCI;h1=Binary, Co=Binary;250;FALSE;0.1;2;1;0.25;0.0535714285714286;0.25
Main = TRUE;Ma + HCI;h1=Binary, Co=Normal;250;FALSE;0.1;1;1;0;0;0
Main = TRUE;Ma + HCI;h1=Binary, Co=Normal;250;FALSE;0.1;2;1;0.75;0.125;0.75
